"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","response"
0.967515132622793,0.465553733287379,0.236669414909557,0.434526727534831,0.54448468866758,0.0544887622818351,0.322596014011651,0.12042512698099,0.0545130907557905,0.363857988733798,0.802516696974635,0.0579564161598682,0.79484660550952,0.146611396921799,0.667454866925254,0.719952177256346,0.227843961911276,0.2394324534107,0.652233531000093,0.626281538978219,"class2"
0.902196431066841,0.625013120239601,0.553847058443353,0.596612934488803,0.286484280601144,0.613393043866381,0.718551773345098,0.553172636078671,0.0559731270186603,0.933950463077053,0.423124960856512,0.37447718414478,0.365962119307369,0.93096061819233,0.331768506672233,0.97097486210987,0.390122435754165,0.411790732759982,0.209990855073556,0.83618562691845,"class2"
0.777083428576589,0.226661885622889,0.172566043911502,0.880095063941553,0.519795562606305,0.871664322912693,0.97902629384771,0.242556000128388,0.0842128368094563,0.758310830453411,0.141511384397745,0.150898159015924,0.0435724374838173,0.557159221963957,0.188154249452055,0.43508824147284,0.563710950547829,0.281459425576031,0.688880059868097,0.853143560001627,"class1"
0.0567826912738383,0.889162003528327,0.898311782395467,0.687278240220621,0.462113698711619,0.546778246527538,0.0793584627099335,0.131927085574716,0.307735639624298,0.00848739594221115,0.503224002895877,0.494568936992437,0.332957044709474,0.722158168908209,0.652563325827941,0.908594697946683,0.80064317653887,0.622655775630847,0.876495064701885,0.379369550384581,"class1"
0.592993760714307,0.230240597622469,0.28500167094171,0.0777908442541957,0.56220640684478,0.250644877552986,0.325124102178961,0.338532390771434,0.305488030659035,0.972593119833618,0.182140273042023,0.510910111246631,0.988614451140165,0.885036895982921,0.39602136425674,0.740213989280164,0.476742977742106,0.194249531254172,0.625187926692888,0.499375035287812,"class2"
0.763833571923897,0.454815555829555,0.996119702234864,0.496965404134244,0.462289053481072,0.897088316036388,0.80999135505408,0.796568762045354,0.871086335042492,0.0449908934533596,0.446888455189764,0.104735457804054,0.113354208413512,0.323595365975052,0.971775885205716,0.258457134012133,0.153264267835766,0.795060707489029,0.0452774190343916,0.918102900730446,"class1"
0.439161968883127,0.464472715510055,0.346982237417251,0.490986280143261,0.719995645573363,0.898025313392282,0.210802769986913,0.135153275448829,0.739988101180643,0.693043308332562,0.962897861609235,0.210300241596997,0.804738052887842,0.49864466371946,0.121451129205525,0.887755376286805,0.324350007111207,0.782275002449751,0.429835845017806,0.762345811352134,"class2"
0.588081513298675,0.270506259985268,0.337040384765714,0.490201510256156,0.757409038953483,0.319704925175756,0.406530205626041,0.556910367682576,0.935359480092302,0.608388678869233,0.979366706684232,0.85833513806574,0.262800687458366,0.558238822966814,0.938821403076872,0.698399135610089,0.373825392453,0.771104441955686,0.696325691882521,0.411407734965906,"class2"
0.0106173763051629,0.0851121812593192,0.119377571390942,0.340231151552871,0.405172086320817,0.803306836402044,0.951666062697768,0.790290152654052,0.189558268291876,0.412359691224992,0.418528390582651,0.201489439234138,0.291955809341744,0.0634567984379828,0.128888136707246,0.689537808764726,0.156526318751276,0.0158615459222347,0.0531017316970974,0.824562498135492,"class2"
0.573112576268613,0.95958158466965,0.399327784311026,0.435640084790066,0.355908910743892,0.194656583946198,0.944031476741657,0.452426875708625,0.347268061013892,0.777444320963696,0.728941219160333,0.761879046680406,0.0945929232984781,0.839750843122602,0.8299562681932,0.119606783613563,0.3314179754816,0.804779982892796,0.357958994107321,0.29236721014604,"class1"
0.620081485714763,0.138717917259783,0.804160753265023,0.834976758109406,0.678462223615497,0.379357433412224,0.873223150381818,0.0900659984908998,0.0152613271493465,0.133815061533824,0.981254971818998,0.977280189748853,0.604683203157037,0.252850647550076,0.901569676585495,0.0692879217676818,0.830450754845515,0.087326220003888,0.80530333193019,0.765043651452288,"class2"
0.79359762230888,0.774655674817041,0.732075652340427,0.629306593677029,0.901304602157325,0.756517824251205,0.530376025242731,0.409631639719009,0.318673370871693,0.521793168736622,0.181193006923422,0.313773307017982,0.63966368092224,0.545364424819127,0.387200841447338,0.559724483871832,0.556135774124414,0.649712886661291,0.32346186414361,0.238164904527366,"class1"
0.43567516701296,0.247079624095932,0.0603049921337515,0.914677588269114,0.348249095724896,0.635044738650322,0.304802916012704,0.918368608690798,0.145880434662104,0.693287790520117,0.293326583690941,0.262559867464006,0.172862346516922,0.490606817882508,0.257732965517789,0.392852795310318,0.494439700618386,0.688272466417402,0.36881465325132,0.258039918961003,"class2"
0.0611132457852364,0.725905726430938,0.709984784945846,0.0543834751006216,0.88119258871302,0.0237718424759805,0.462463014991954,0.249082611640915,0.957596236374229,0.526758637512103,0.273427569074556,0.92169047659263,0.697989567182958,0.0232543400488794,0.860672774957493,0.725471264915541,0.373525416012853,0.298744453117251,0.140321921790019,0.226628065342084,"class1"
0.66865769890137,0.0643989683594555,0.274047931889072,0.272782530402765,0.849907369352877,0.422568737063557,0.55048408661969,0.97203144361265,0.136967308120802,0.591436051065102,0.326657376717776,0.841864346759394,0.921912070596591,0.912056530825794,0.383587885415182,0.690276275621727,0.983431762550026,0.84362088679336,0.543386033736169,0.967391018522903,"class2"
0.984634772408754,0.708602224243805,0.960306254215539,0.442522119032219,0.933487793663517,0.77424429776147,0.421686497982591,0.274963623145595,0.247479717247188,0.610315775033087,0.862645431654528,0.49756739847362,0.628181231440976,0.542429695138708,0.833288441412151,0.519187270896509,0.648963090963662,0.478181862039492,0.618598674191162,0.50563688389957,"class1"
0.559293119702488,0.385652223136276,0.259150884812698,0.132620334625244,0.170793380355462,0.163186396937817,0.832205075304955,0.744085316779092,0.846049913903698,0.0206589864101261,0.0151768440846354,0.417602484580129,0.863720503868535,0.926413685781881,0.664732104865834,0.62048039608635,0.835661991499364,0.072424377547577,0.123634570511058,0.268683263566345,"class2"
0.411953368689865,0.788960063131526,0.500915811164305,0.603150550276041,0.555520602734759,0.869139372371137,0.153933361172676,0.391453439602628,0.630318214884028,0.309712512651458,0.433934033382684,0.744500812143087,0.83507894910872,0.128042937256396,0.917411312228069,0.4224003625568,0.408275825204328,0.619997159577906,0.409406084101647,0.425452127819881,"class1"
0.848334277514368,0.598559314152226,0.0482724776957184,0.14976683515124,0.717589277075604,0.722359997453168,0.312994279898703,0.226429468952119,0.810769191011786,0.976135142613202,0.571636450244114,0.583363430341706,0.338732382748276,0.923765813233331,0.0264365125913173,0.909387019462883,0.513054890092462,0.268668956123292,0.0586639924440533,0.0732006276957691,"class1"
0.621157531160861,0.610382766230032,0.659794163424522,0.828647953923792,0.139561943244189,0.96011243481189,0.178718622308224,0.366540837334469,0.654912372352555,0.223975426983088,0.0225190797355026,0.578888812800869,0.804836592869833,0.347800539340824,0.932024889159948,0.160136611899361,0.731460683047771,0.817881237482652,0.63700829166919,0.665690772701055,"class2"
0.879172212677076,0.933107441756874,0.497580336639658,0.270453299861401,0.275308437412605,0.792041421402246,0.951713971793652,0.475174624472857,0.456313747214153,0.997006107121706,0.467829891946167,0.470307582058012,0.0831027729436755,0.685086262878031,0.683016020106152,0.214321252889931,0.196451598545536,0.766320161055773,0.674975000089034,0.270366095472127,"class1"
0.494674874003977,0.283597888192162,0.814190661534667,0.0802879496477544,0.727350009139627,0.696230120491236,0.587375094182789,0.202908967621624,0.204297505551949,0.496774296043441,0.0191303384490311,0.954056164715439,0.464011707575992,0.334669287782162,0.467713947175071,0.180697024334222,0.458784820744768,0.648839979199693,0.37187393498607,0.701677638338879,"class1"
0.829050486441702,0.668988993391395,0.40619248803705,0.0718636035453528,0.859250770648941,0.782530249794945,0.991776909213513,0.362040929030627,0.611390940379351,0.0502130829263479,0.390605510445312,0.910800245590508,0.605309265200049,0.183143854374066,0.951842458220199,0.369714460801333,0.759143407456577,0.424973107408732,0.317504909588024,0.448969621909782,"class2"
0.250803484814242,0.14440425275825,0.721986309392378,0.0755584880243987,0.374839328695089,0.582601404981688,0.890811780001968,0.501863304525614,0.918292322428897,0.954789554234594,0.833836330333725,0.631703443825245,0.491997980047017,0.351978195132688,0.925774343078956,0.134500975953415,0.344142449321225,0.580811184830964,0.88052424765192,0.786314368946478,"class2"
0.527706801425666,0.183505504392087,0.558684788644314,0.115123971132562,0.776434825034812,0.278755142120644,0.456027056556195,0.278203688096255,0.811087927315384,0.564038187498227,0.840211178176105,0.70448508951813,0.624742217827588,0.451165768550709,0.503704063361511,0.121685074642301,0.766796119976789,0.0596834570169449,0.880864031845704,0.915201221359894,"class1"
0.588911558501422,0.954043561825529,0.397266592597589,0.356785177486017,0.985898061655462,0.403284535510466,0.165062525775284,0.895620916737244,0.0189516418613493,0.85687769530341,0.732780620688573,0.157061398727819,0.3351373472251,0.698845780454576,0.143110288539901,0.247537524905056,0.84285857854411,0.389245749218389,0.572904819855466,0.605254612164572,"class1"
0.595119775040075,0.506869027391076,0.768220451893285,0.22951712901704,0.191576478537172,0.701267727185041,0.2920686614234,0.792537073371932,0.885994833894074,0.97250826167874,0.62300123157911,0.626835693372414,0.835790994111449,0.951067825779319,0.15774825355038,0.544336664956063,0.67328611575067,0.964282368309796,0.782896641874686,0.116792601533234,"class2"
0.751315331086516,0.151538676116616,0.481743575073779,0.0872354141902179,0.561713029397652,0.881224911892787,0.433616496622562,0.715636990964413,0.433228119742125,0.194051275029778,0.703063802560791,0.802230931119993,0.0546972760930657,0.853492709808052,0.504509290214628,0.0212331637740135,0.438229050254449,0.209835783112794,0.63979631382972,0.695579233113676,"class2"
0.80494300997816,0.588161335792392,0.676271067932248,0.508685065666214,0.484648465411738,0.377895437180996,0.502029495546594,0.370714890304953,0.97544341837056,0.116287698736414,0.284492863807827,0.573055449640378,0.412325616227463,0.542175201931968,0.205277734203264,0.196827993029729,0.834748648339882,0.444652609527111,0.885815843008459,0.338601050898433,"class1"
0.129153917310759,0.881421287311241,0.647688466822729,0.18425403884612,0.893896084511653,0.0164429468568414,0.858386625535786,0.747376209124923,0.993143336847425,0.803851397009566,0.599295619176701,0.576842851005495,0.787559745134786,0.30443771276623,0.10453891963698,0.972834440413862,0.230443354928866,0.802104073110968,0.510364343645051,0.945125000318512,"class1"
0.761839289683849,0.506656281650066,0.224163114558905,0.055458634160459,0.460373636800796,0.257774951169267,0.80497838021256,0.0845204629004002,0.664554841350764,0.428865351481363,0.543438618304208,0.410435530822724,0.607878017704934,0.491681676590815,0.671135153621435,0.446330165490508,0.092857250245288,0.168526628054678,0.660852667177096,0.86213005729951,"class2"
0.143395465100184,0.654969548573717,0.158470445079729,0.891570342238992,0.718210399150848,0.587109165964648,0.899848985252902,0.454973200568929,0.913951432798058,0.344171720556915,0.667303976137191,0.952533409697935,0.41260718787089,0.636965688085184,0.688676296500489,0.635096191428602,0.795016006100923,0.0221259950194508,0.726354005513713,0.796681090490893,"class2"
0.0773919268976897,0.977813875535503,0.774960187030956,0.52885256242007,0.830341766355559,0.174585806205869,0.699349062051624,0.0839542988687754,0.0618304312229156,0.46273972815834,0.0630929074250162,0.125456055859104,0.468419402372092,0.351529132807627,0.907717439346015,0.0376420032698661,0.798393192701042,0.812987752025947,0.821267914958298,0.139252784661949,"class1"
0.80576375965029,0.181556194555014,0.211299704620615,0.586078187916428,0.554709705989808,0.710541854146868,0.16867424803786,0.409770260099322,0.433214201359078,0.65189328440465,0.408517856849357,0.867713448125869,0.249266287777573,0.0706504939589649,0.0831553428433836,0.757999881403521,0.67650743201375,0.647922380361706,0.583812124095857,0.502370746573433,"class2"
0.0830526622012258,0.617976137204096,0.200201160972938,0.987245854223147,0.287897940957919,0.43453603121452,0.328805214725435,0.0065422838088125,0.398271380225196,0.421611402882263,0.987273201113567,0.656597733264789,0.662818019045517,0.675108286784962,0.541077076923102,0.56058489321731,0.525517689529806,0.657203746493906,0.418672440573573,0.576467970153317,"class2"
0.907087637810037,0.677283152239397,0.0463353553786874,0.199260585475713,0.108864717418328,0.0572120568249375,0.290013890014961,0.373787004034966,0.089215710060671,0.59797949437052,0.186371576040983,0.362695342861116,0.510364502901211,0.824377118377015,0.878001454984769,0.397181006148458,0.449560557026416,0.426946799969301,0.0814422420226038,0.495036802953109,"class2"
0.592770333169028,0.0644703558646142,0.723227147012949,0.499945621704683,0.881128453882411,0.0241927173919976,0.353001828305423,0.0800983335357159,0.333970055449754,0.232154650613666,0.256318841828033,0.986084124539047,0.59184780321084,0.735501198330894,0.365290095796809,0.241543907206506,0.262885669944808,0.691143678035587,0.219989407109097,0.34463427728042,"class1"
0.81788889830932,0.940401569474488,0.752538746455684,0.227314563468099,0.924191711237654,0.616550905164331,0.613702554022893,0.436182006727904,0.716525044292212,0.309250094462186,0.239286109339446,0.100488670868799,0.720392873510718,0.253722529159859,0.778816775185987,0.320379085838795,0.447867634706199,0.938808470964432,0.605494836810976,0.20923228841275,"class1"
0.467833752511069,0.791405658004805,0.228617320070043,0.818686431040987,0.678857951192185,0.410962469642982,0.98929694853723,0.119848449947312,0.59859364759177,0.985849759774283,0.509089476894587,0.0480731741990894,0.516397687140852,0.643794129602611,0.787450676783919,0.537290135864168,0.72840115474537,0.464502821443602,0.559174487832934,0.0680464440956712,"class1"
0.541952573461458,0.952835918171331,0.0214332863688469,0.188074972014874,0.184730053180829,0.592316432390362,0.264079505577683,0.236705887829885,0.403831962961704,0.831382478354499,0.989682287210599,0.831308384891599,0.943838975159451,0.479347945656627,0.532030889531597,0.0221206666901708,0.213373887119815,0.81315630255267,0.519184897420928,0.456552777206525,"class2"
0.292021526722237,0.875479244859889,0.826172304106876,0.315338899381459,0.615048215258867,0.87484536645934,0.889532448258251,0.454885651590303,0.736081516370177,0.00673298235051334,0.012589079560712,0.950097769498825,0.0877402133774012,0.193298375699669,0.535834870766848,0.879557961132377,0.707674145000055,0.52810014015995,0.325796981109306,0.147777708712965,"class1"
0.629394848132506,0.377949158428237,0.0637949632946402,0.14024235191755,0.290218383772299,0.0447751504834741,0.555552312172949,0.43815515586175,0.229687384096906,0.396004227921367,0.89799914136529,0.810641935793683,0.618898935616016,0.235320266569033,0.358103059465066,0.162628809222952,0.95328643033281,0.0377156322356313,0.524495515273884,0.548808687133715,"class2"
0.558123535476625,0.773834358667955,0.680966953281313,0.986838642507792,0.334912084275857,0.348654908593744,0.538664841093123,0.805746750440449,0.672540393192321,0.300157342571765,0.41249628784135,0.309491003863513,0.918684272328392,0.828149976441637,0.816567536676303,0.383806672412902,0.499582524644211,0.247217369033024,0.123963441932574,0.726007793331519,"class1"
0.295374992536381,0.990690536797047,0.550727455643937,0.414692210266367,0.620029237587005,0.618845051387325,0.768043572083116,0.700147580821067,0.73477025819011,0.917456970084459,0.626316962530836,0.697248657001182,0.568466908298433,0.0122205992229283,0.0934988858643919,0.600440933834761,0.288530233548954,0.179762955056503,0.316382201155648,0.0679755427408963,"class1"
0.472848318517208,0.987336188089103,0.368116311263293,0.236596750328317,0.998034760123119,0.46295805205591,0.0425393204204738,0.397374647436664,0.840633871266618,0.812535654054955,0.751832602312788,0.173873375169933,0.686278735287488,0.663911524694413,0.947765052318573,0.309433088870719,0.837378197116777,0.691521018045023,0.739957446465269,0.771150205051526,"class1"
0.101336893159896,0.88465739111416,0.726094477577135,0.600380364339799,0.377895787358284,0.763097115326673,0.70597528363578,0.306987028103322,0.126237390097231,0.315255855210125,0.913766994373873,0.529664401896298,0.0383755906950682,0.777905207592994,0.880871820263565,0.932102971710265,0.544559196569026,0.155636448413134,0.0893493429757655,0.783630871446803,"class1"
0.801852295408025,0.755693089216948,0.407982008066028,0.29684230289422,0.943739803740755,0.68780145002529,0.626462937798351,0.116848621983081,0.457506895530969,0.886911127716303,0.580759901320562,0.72335882182233,0.127214783802629,0.926107162144035,0.721814619144425,0.724486249731854,0.109010101063177,0.205559617141262,0.589743370190263,0.893783332547173,"class1"
0.874801442259923,0.257912542670965,0.640027213143185,0.721310762688518,0.379413261078298,0.0680639774072915,0.30734638730064,0.708420084556565,0.413929492002353,0.567745753563941,0.484232455957681,0.470650404691696,0.618448572233319,0.481446472927928,0.780411076499149,0.983428711304441,0.478320895694196,0.486914424458519,0.641805168706924,0.455119296442717,"class1"
0.773487228667364,0.597414828836918,0.832167169079185,0.971622821176425,0.99841351993382,0.578244371106848,0.689086291007698,0.17920523090288,0.174734990345314,0.169828972313553,0.610626871231943,0.104389002313837,0.0300445535685867,0.0925217436160892,0.295687884557992,0.118796617025509,0.288555366918445,0.427458869060501,0.092383598908782,0.819813078269362,"class1"
0.551222717622295,0.694085719529539,0.618828353239223,0.730920880334452,0.811969430884346,0.204454209189862,0.09234554390423,0.728492661379278,0.650786702753976,0.030329913366586,0.983895634766668,0.94931381335482,0.767649391666055,0.134014549432322,0.531184046063572,0.454201606567949,0.931044233264402,0.575671207392588,0.074691619258374,0.495758467819542,"class1"
0.139758603414521,0.273555563995615,0.808688184944913,0.383974636904895,0.309458393370733,0.693573222961277,0.742201710352674,0.373227488715202,0.130042705219239,0.677241367753595,0.608901885803789,0.493128465954214,0.285459916107357,0.293893425026909,0.210463102906942,0.0457380241714418,0.465780039085075,0.0315818903036416,0.265547974966466,0.841702498495579,"class2"
0.79713500267826,0.475797106511891,0.334060645895079,0.162069044308737,0.572496060514823,0.525595301296562,0.163468292215839,0.374133147066459,0.211257209070027,0.213113879552111,0.536383310332894,0.628314130939543,0.018742747604847,0.0220045007299632,0.178489284589887,0.4728400609456,0.328455635579303,0.453406149754301,0.153375712689012,0.575771440053359,"class1"
0.644057411933318,0.861816348740831,0.472149104112759,0.232510485919192,0.303464547265321,0.0792588458862156,0.270483208354563,0.796534287044778,0.123689212370664,0.661341102793813,0.094471518183127,0.707171506481245,0.747255925089121,0.614410978974774,0.917013326426968,0.581701660063118,0.263879589503631,0.25682689785026,0.819940370041877,0.447554942220449,"class1"
0.225931984605268,0.980671226046979,0.726807987783104,0.487052757758647,0.687973063439131,0.503400159534067,0.370315522886813,0.475189012940973,0.292870106408373,0.769330092472956,0.509479959029704,0.344225684879348,0.536577956518158,0.333421264775097,0.623055507661775,0.82004099083133,0.352336290292442,0.446803146507591,0.886026277439669,0.0682061032857746,"class1"
0.638637129217386,0.956418171990663,0.914995883591473,0.543411167571321,0.346510908100754,0.192935219034553,0.36247319704853,0.887158499099314,0.215740081155673,0.131806308869272,0.421113721095026,0.652975718257949,0.256206608144566,0.479250345844775,0.98283911193721,0.16284122178331,0.776341555640101,0.0779844506178051,0.133659363957122,0.022937604226172,"class1"
0.972886435687542,0.690542102558538,0.388928014552221,0.536103121936321,0.708489005453885,0.0492874865885824,0.637135478435084,0.290137007366866,0.201121599646285,0.480439955368638,0.286624694708735,0.277664012275636,0.947250274708495,0.437159572029486,0.121525058755651,0.906144617358223,0.956313448958099,0.0238473569042981,0.476105384528637,0.842787560075521,"class1"
0.496149170212448,0.481422131182626,0.606243116315454,0.606220185523853,0.18593797693029,0.893916507950053,0.907516896724701,0.441311884438619,0.840278191957623,0.455999316880479,0.354434889275581,0.77741489559412,0.168759745778516,0.884966760408133,0.567682483233511,0.660576387774199,0.104416497284546,0.403100949944928,0.490725944982842,0.228400889784098,"class2"
0.31306004524231,0.944689210504293,0.119082205928862,0.824925743974745,0.0262528106104583,0.0465043955482543,0.369438336463645,0.690299504669383,0.309799181995913,0.320997150614858,0.589306630659848,0.495531351072714,0.20644535147585,0.58601500489749,0.66390681755729,0.572707049781457,0.764273677021265,0.145007624523714,0.0954571880865842,0.420471297577024,"class1"
0.190460417186841,0.743531524669379,0.790766241494566,0.176722540985793,0.760179576231167,0.14538941392675,0.686446964042261,0.552036841399968,0.712604057975113,0.482717246981338,0.867080827476457,0.594490717863664,0.979806934250519,0.949119499651715,0.633819964248687,0.477661726996303,0.0588284973055124,0.992227698909119,0.853176295291632,0.662500330479816,"class1"
0.765502058435231,0.233590498100966,0.834119772771373,0.0319551625289023,0.848985825665295,0.562952755251899,0.618786704260856,0.268772192532197,0.965228254674003,0.14375584712252,0.00665805023163557,0.105483601801097,0.938657835358754,0.623076543910429,0.0249032573774457,0.0259406515397131,0.0686902615707368,0.190383012406528,0.782298101345077,0.817411738913506,"class1"
0.488668284611776,0.467202226165682,0.636303663486615,0.140552471391857,0.218417052179575,0.559343580389395,0.27753464365378,0.735596515703946,0.703020807588473,0.981431304942816,0.65543637983501,0.677124528214335,0.742459218716249,0.598815435543656,0.874154509743676,0.540120111079887,0.879708394873887,0.148522260598838,0.877965017221868,0.87887293449603,"class2"
0.948512519942597,0.1507783154957,0.949026667280123,0.355122162029147,0.821358274435624,0.188163940561935,0.210714503191411,0.245570953702554,0.430191493825987,0.316278841579333,0.60641759657301,0.417057692073286,0.897054204018787,0.543896023416892,0.170304831350222,0.92134581762366,0.372771553229541,0.195631214184687,0.363625526661053,0.348456978797913,"class1"
0.222996443742886,0.377203558804467,0.0318247035611421,0.760772519977763,0.433167448500171,0.193516043014824,0.900271696038544,0.479949602857232,0.661050974857062,0.908068818971515,0.921332386787981,0.0524663615506142,0.462476229760796,0.810752662830055,0.958104436052963,0.0298376751597971,0.135125883156434,0.203562668059021,0.917792222695425,0.512025052681565,"class2"
0.791582961799577,0.380843511316925,0.831962474156171,0.00320523744449019,0.728070689365268,0.231627472210675,0.827447436749935,0.783277404494584,0.0225828438997269,0.719427165808156,0.191670365864411,0.467701499117538,0.468588668620214,0.100230633514002,0.0301918345503509,0.266826767707244,0.813578702509403,0.087777795502916,0.472330794669688,0.941588869784027,"class1"
0.87783362925984,0.255873491056263,0.0903109824284911,0.813368317205459,0.456826354144141,0.876851589651778,0.924844385357574,0.256212706211954,0.124382184119895,0.930094526382163,0.197793434374034,0.688432201277465,0.228755015647039,0.896477003348991,0.913297363556921,0.44331484939903,0.796211081324145,0.957025518640876,0.672707138117403,0.275870892219245,"class2"
0.320484918542206,0.270819384604692,0.67105418164283,0.405286035966128,0.374243789585307,0.203318937215954,0.887800025753677,0.859229245688766,0.49420640594326,0.921180857578292,0.627846375806257,0.520166213158518,0.495999410515651,0.970928163267672,0.687971027335152,0.030398047529161,0.387025124859065,0.593499446986243,0.704228051006794,0.574270686600357,"class2"
0.682693786220625,0.433515067212284,0.298888466088101,0.344778043217957,0.92706142924726,0.490708885714412,0.144924450432882,0.190354851074517,0.627915921155363,0.107707214076072,0.660716145765036,0.756475960137323,0.615663126343861,0.660791786387563,0.733655053889379,0.373061815509573,0.436077840393409,0.802279411116615,0.648771430365741,0.214603059226647,"class1"
0.352009291294962,0.684814314590767,0.462443894706666,0.93712743325159,0.22638841625303,0.488676191773266,0.772047146456316,0.327900110278279,0.217136681778356,0.864671345800161,0.918462079018354,0.192135087447241,0.424329648492858,0.850773066282272,0.504429153865203,0.00535125518217683,0.200832096626982,0.781632121186703,0.320866429945454,0.725506211398169,"class2"
0.726854956708848,0.310410383157432,0.778306734981015,0.282500706613064,0.161437521222979,0.491813296917826,0.0238004988059402,0.686596306506544,0.526171134784818,0.723473466467112,0.277612912002951,0.727701075607911,0.0240310397930443,0.369047073181719,0.183232806157321,0.914700298337266,0.623268696945161,0.435229637660086,0.369667414808646,0.0101879530120641,"class2"
0.485791070153937,0.976525922771543,0.02302554436028,0.0202035347465426,0.267055323114619,0.56189377931878,0.90729039744474,0.970502351876348,0.740128290141001,0.746285240165889,0.780918404692784,0.467184908920899,0.951674825279042,0.503669900121167,0.699423095211387,0.372918599052355,0.550908604869619,0.0802192389965057,0.973641781602055,0.0534676539245993,"class1"
0.953034459613264,0.560999531531706,0.37341575184837,0.214022231521085,0.225164165021852,0.551081783138216,0.512178237084299,0.975602956023067,0.807356068165973,0.495554721681401,0.463545546401292,0.346495956415311,0.136746664531529,0.484395747305825,0.236200248356909,0.582993797492236,0.858222501119599,0.811099287588149,0.0652704192325473,0.0482322701718658,"class1"
0.754808359313756,0.713572789216414,0.865536633180454,0.308034264016896,0.183430231874809,0.46475826529786,0.309941563988104,0.910132765304297,0.904777890536934,0.909492888487875,0.732576939743012,0.167536864988506,0.33021703036502,0.300621222471818,0.549020533682778,0.536098768236116,0.347273653373122,0.598330748965964,0.859829190885648,0.712938215583563,"class1"
0.0486064474098384,0.699309512740001,0.690639319363981,0.279654829762876,0.0898935268633068,0.122173241106793,0.527673016069457,0.0501563863363117,0.928198272828013,0.266106950351968,0.0475285947322845,0.466846767114475,0.73972704866901,0.138299732469022,0.0450868690386415,0.486901339143515,0.644375648349524,0.687336306553334,0.261438789777458,0.256883363705128,"class1"
