,movieId,title,genres
73,74,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance
74,75,Antonia's Line (Antonia) (1995),Comedy|Drama
75,76,Once Upon a Time... When We Were Colored (1995),Drama|Romance
76,77,Angels and Insects (1995),Drama|Romance
77,78,White Squall (1996),Action|Adventure|Drama
78,79,Dunston Checks In (1996),Children|Comedy
79,80,Black Sheep (1996),Comedy
80,81,Nick of Time (1995),Action|Thriller
81,82,Mary Reilly (1996),Drama|Horror|Thriller
82,83,Vampire in Brooklyn (1995),Comedy|Horror|Romance
83,84,Beautiful Girls (1996),Comedy|Drama|Romance
84,85,Broken Arrow (1996),Action|Adventure|Thriller
85,86,In the Bleak Midwinter (1995),Comedy|Drama
86,87,"Hate (Haine, La) (1995)",Crime|Drama
87,88,Heidi Fleiss: Hollywood Madam (1995),Documentary
88,89,City Hall (1996),Drama|Thriller
89,90,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance
90,91,Mr. Wrong (1996),Comedy
91,92,Unforgettable (1996),Mystery|Sci-Fi|Thriller
92,93,Happy Gilmore (1996),Comedy
93,94,"Bridges of Madison County, The (1995)",Drama|Romance
94,95,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama
95,96,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical
96,97,Catwalk (1996),Documentary
97,98,Braveheart (1995),Action|Drama|War
98,99,Taxi Driver (1976),Crime|Drama|Thriller
99,100,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime
100,101,Before and After (1996),Drama|Mystery
101,102,Anne Frank Remembered (1995),Documentary
102,103,"Young Poisoner's Handbook, The (1995)",Crime|Drama
103,104,If Lucy Fell (1996),Comedy|Romance
104,105,"Steal Big, Steal Little (1995)",Comedy
105,106,"Boys of St. Vincent, The (1992)",Drama
106,107,Boomerang (1992),Comedy|Romance
107,108,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance
108,109,Flirting With Disaster (1996),Comedy
109,110,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy
110,111,Jupiter's Wife (1994),Documentary
111,112,Pie in the Sky (1996),Comedy|Romance
112,113,Jade (1995),Thriller
113,114,Down Periscope (1996),Comedy
114,115,Man of the Year (1995),Documentary
115,116,Up Close and Personal (1996),Drama|Romance
116,117,"Birdcage, The (1996)",Comedy
117,118,"Brothers McMullen, The (1995)",Comedy
118,119,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller
119,120,"Amazing Panda Adventure, The (1995)",Adventure|Children
120,121,"Basketball Diaries, The (1995)",Drama
121,122,"Awfully Big Adventure, An (1995)",Drama
122,123,Amateur (1994),Crime|Drama|Thriller
123,124,Apollo 13 (1995),Adventure|Drama|IMAX
124,125,Rob Roy (1995),Action|Drama|Romance|War
125,126,"Addiction, The (1995)",Drama|Horror
126,127,Batman Forever (1995),Action|Adventure|Comedy|Crime
127,128,Beauty of the Day (Belle de jour) (1967),Drama
128,129,Beyond Rangoon (1995),Adventure|Drama|War
129,130,Blue in the Face (1995),Comedy|Drama
130,131,Canadian Bacon (1995),Comedy|War
131,132,Casper (1995),Adventure|Children
132,133,Clockers (1995),Crime|Drama|Mystery
133,134,Congo (1995),Action|Adventure|Mystery|Sci-Fi
134,135,Crimson Tide (1995),Drama|Thriller|War
135,136,Crumb (1994),Documentary
136,137,Desperado (1995),Action|Romance|Western
137,138,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller
138,139,Die Hard: With a Vengeance (1995),Action|Crime|Thriller
139,140,"Doom Generation, The (1995)",Comedy|Crime|Drama
140,141,First Knight (1995),Action|Drama|Romance
141,142,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama
142,143,Hackers (1995),Action|Adventure|Crime|Thriller
143,144,Jeffrey (1995),Comedy|Drama
144,145,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller
145,146,Judge Dredd (1995),Action|Crime|Sci-Fi
146,147,Jury Duty (1995),Comedy
147,148,Kids (1995),Drama
148,149,Living in Oblivion (1995),Comedy
149,150,Lord of Illusions (1995),Horror
150,151,Love & Human Remains (1993),Comedy|Drama
151,152,Mad Love (1995),Drama|Romance
152,153,Mallrats (1995),Comedy|Romance
153,154,Mighty Morphin Power Rangers: The Movie (1995),Action|Children
154,155,Mute Witness (1994),Comedy|Horror|Thriller
155,156,Nadja (1994),Drama
156,157,"Net, The (1995)",Action|Crime|Thriller
157,158,Nine Months (1995),Comedy|Romance
158,159,Party Girl (1995),Comedy
159,160,"Prophecy, The (1995)",Fantasy|Horror|Mystery
160,161,Reckless (1995),Comedy|Fantasy
161,162,Safe (1995),Thriller
162,163,"Scarlet Letter, The (1995)",Drama|Romance
163,164,Showgirls (1995),Drama
164,165,Smoke (1995),Comedy|Drama
165,166,Something to Talk About (1995),Comedy|Drama|Romance
166,167,Species (1995),Horror|Sci-Fi
167,168,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller
168,169,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance
169,170,Three Wishes (1995),Drama|Fantasy
170,171,Total Eclipse (1995),Drama|Romance
171,172,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy
172,173,Under Siege 2: Dark Territory (1995),Action
173,174,Unstrung Heroes (1995),Comedy|Drama
174,175,Unzipped (1995),Documentary
175,176,"Walk in the Clouds, A (1995)",Drama|Romance
176,177,Waterworld (1995),Action|Adventure|Sci-Fi
177,178,White Man's Burden (1995),Drama
178,179,Wild Bill (1995),Western
179,180,"Browning Version, The (1994)",Drama
180,181,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery
181,182,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama
182,183,Before the Rain (Pred dozhdot) (1994),Drama|War
183,184,Before Sunrise (1995),Drama|Romance
184,185,Billy Madison (1995),Comedy
185,186,"Babysitter, The (1995)",Drama|Thriller
186,187,Boys on the Side (1995),Comedy|Drama
187,188,"Cure, The (1995)",Drama
188,189,Castle Freak (1995),Horror
189,190,Circle of Friends (1995),Drama|Romance
190,191,Clerks (1994),Comedy
191,192,Don Juan DeMarco (1995),Comedy|Drama|Romance
192,193,Disclosure (1994),Drama|Thriller
193,194,Drop Zone (1994),Action|Thriller
194,195,Destiny Turns on the Radio (1995),Comedy
195,196,Death and the Maiden (1994),Drama|Thriller
196,197,Dolores Claiborne (1995),Drama|Thriller
197,198,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy
198,199,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance
199,200,Exotica (1994),Drama
200,201,Exit to Eden (1994),Comedy
201,202,Ed Wood (1994),Comedy|Drama
202,203,French Kiss (1995),Action|Comedy|Romance
203,204,Forget Paris (1995),Comedy|Romance
204,205,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children
205,206,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance
206,207,Hideaway (1995),Thriller
207,208,Fluke (1995),Children|Drama
208,209,Farinelli: il castrato (1994),Drama|Musical
209,210,Gordy (1995),Children|Comedy|Fantasy
210,211,Hoop Dreams (1994),Documentary
211,212,Heavenly Creatures (1994),Crime|Drama
212,213,Houseguest (1994),Comedy
213,214,Immortal Beloved (1994),Drama|Romance
214,215,Heavyweights (Heavy Weights) (1995),Children|Comedy
215,216,"Hunted, The (1995)",Action
216,217,I.Q. (1994),Comedy|Romance
217,218,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror
218,219,Jefferson in Paris (1995),Drama
219,220,"Jerky Boys, The (1995)",Comedy
220,221,Junior (1994),Comedy|Sci-Fi
221,222,Just Cause (1995),Mystery|Thriller
222,223,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance
223,224,Kiss of Death (1995),Crime|Drama|Thriller
224,225,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
225,226,Little Women (1994),Drama
226,227,"Little Princess, A (1995)",Children|Drama
227,228,Ladybird Ladybird (1994),Drama
228,229,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance
229,230,Legends of the Fall (1994),Drama|Romance|War|Western
230,231,Major Payne (1995),Comedy
231,232,My Crazy Life (Mi vida loca) (1993),Drama
232,233,Love Affair (1994),Drama|Romance
233,234,Losing Isaiah (1995),Drama
234,235,"Madness of King George, The (1994)",Comedy|Drama
235,236,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi
236,237,Man of the House (1995),Comedy
237,238,Mixed Nuts (1994),Comedy
238,239,Milk Money (1994),Comedy|Romance
239,240,Miracle on 34th Street (1994),Drama
240,241,Miami Rhapsody (1995),Comedy
241,242,My Family (1995),Drama
242,243,Murder in the First (1995),Drama|Thriller
243,244,Nobody's Fool (1994),Comedy|Drama|Romance
244,245,Nell (1994),Drama
245,246,New Jersey Drive (1995),Crime|Drama
246,247,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime
247,248,Beyond Bedlam (1993),Drama|Horror
248,249,Nina Takes a Lover (1994),Comedy|Romance
249,250,Natural Born Killers (1994),Action|Crime|Thriller
250,251,Only You (1994),Comedy|Romance
251,252,Once Were Warriors (1994),Crime|Drama
252,253,Poison Ivy II (1996),Drama|Thriller
253,254,Outbreak (1995),Action|Drama|Sci-Fi|Thriller
254,255,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
255,256,"Perez Family, The (1995)",Comedy|Romance
256,257,"Pyromaniac's Love Story, A (1995)",Comedy|Romance
257,258,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
258,259,Pushing Hands (Tui shou) (1992),Drama
259,260,Priest (1994),Drama
260,261,Quiz Show (1994),Drama
261,262,Picture Bride (Bijo photo) (1994),Drama|Romance
262,263,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance
263,264,"Quick and the Dead, The (1995)",Action|Thriller|Western
264,265,Roommates (1995),Comedy|Drama
265,266,Ready to Wear (Pret-A-Porter) (1994),Comedy
266,267,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama
267,268,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama
268,269,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama
269,270,Rent-a-Kid (1995),Comedy
270,271,Relative Fear (1994),Horror|Thriller
271,272,Stuart Saves His Family (1995),Comedy
272,273,"Swan Princess, The (1994)",Animation|Children
273,274,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery
274,275,"Specialist, The (1994)",Action|Drama|Thriller
275,276,Stargate (1994),Action|Adventure|Sci-Fi
276,277,"Santa Clause, The (1994)",Comedy|Drama|Fantasy
277,278,"Shawshank Redemption, The (1994)",Crime|Drama
278,279,Shallow Grave (1994),Comedy|Drama|Thriller
279,280,Suture (1993),Film-Noir|Thriller
280,281,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama
281,282,Swimming with Sharks (1995),Comedy|Drama
282,283,"Sum of Us, The (1994)",Comedy|Drama
283,284,National Lampoon's Senior Trip (1995),Comedy
284,285,To Live (Huozhe) (1994),Drama
285,286,Tank Girl (1995),Action|Comedy|Sci-Fi
286,287,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller
287,288,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi
288,289,Tales from the Hood (1995),Action|Crime|Horror
289,290,Tom & Viv (1994),Drama
290,291,Village of the Damned (1995),Horror|Sci-Fi
291,292,Tommy Boy (1995),Comedy
292,293,Vanya on 42nd Street (1994),Drama
293,294,Underneath (1995),Mystery|Thriller
294,295,"Walking Dead, The (1995)",Drama|War
295,296,What's Eating Gilbert Grape (1993),Drama
296,297,Virtuosity (1995),Action|Sci-Fi|Thriller
297,298,While You Were Sleeping (1995),Comedy|Romance
298,299,"War, The (1994)",Adventure|Drama|War
299,300,Double Happiness (1994),Drama
300,301,Muriel's Wedding (1994),Comedy
301,302,"Baby-Sitters Club, The (1995)",Children
302,303,Ace Ventura: Pet Detective (1994),Comedy
303,304,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama
304,305,Backbeat (1993),Drama|Musical
305,306,Bitter Moon (1992),Drama|Film-Noir|Romance
306,307,Bullets Over Broadway (1994),Comedy
307,308,Clear and Present Danger (1994),Action|Crime|Drama|Thriller
308,309,"Client, The (1994)",Drama|Mystery|Thriller
309,310,"Corrina, Corrina (1994)",Comedy|Drama|Romance
310,311,Crooklyn (1994),Comedy|Drama
311,312,"Crow, The (1994)",Action|Crime|Fantasy|Thriller
312,313,Cobb (1994),Drama
313,314,"Flintstones, The (1994)",Children|Comedy|Fantasy
314,315,Forrest Gump (1994),Comedy|Drama|Romance|War
315,316,Four Weddings and a Funeral (1994),Comedy|Romance
316,317,Higher Learning (1995),Drama
317,318,I Like It Like That (1994),Comedy|Drama|Romance
318,319,I Love Trouble (1994),Action|Comedy
319,320,It Could Happen to You (1994),Comedy|Drama|Romance
320,321,"Jungle Book, The (1994)",Adventure|Children|Romance
321,322,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary
322,323,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX
323,324,Little Buddha (1993),Drama
324,325,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller
325,326,"Mask, The (1994)",Action|Comedy|Crime|Fantasy
326,327,Maverick (1994),Adventure|Comedy|Western
327,328,Mrs. Parker and the Vicious Circle (1994),Drama
328,329,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy
329,330,"Paper, The (1994)",Comedy|Drama
330,331,Reality Bites (1994),Comedy|Drama|Romance
331,332,Red Rock West (1992),Thriller
332,333,Richie Rich (1994),Children|Comedy
333,334,"River Wild, The (1994)",Action|Thriller
334,335,Speed (1994),Action|Romance|Thriller
335,336,Speechless (1994),Comedy|Romance
336,337,Timecop (1994),Action|Sci-Fi|Thriller
337,338,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller
338,339,When a Man Loves a Woman (1994),Drama|Romance
339,340,Wolf (1994),Drama|Horror|Romance|Thriller
340,341,Wyatt Earp (1994),Western
341,342,Bad Company (1995),Action|Crime|Drama
342,343,"Man of No Importance, A (1994)",Drama
343,344,S.F.W. (1994),Drama
344,345,"Low Down Dirty Shame, A (1994)",Action|Comedy
345,346,Boys Life (1995),Drama
346,347,"Colonel Chabert, Le (1994)",Drama|Romance|War
347,348,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama
348,349,Jason's Lyric (1994),Crime|Drama
349,350,Street Fighter (1994),Action|Adventure|Fantasy
350,351,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy
351,352,Federal Hill (1994),Drama
352,353,In the Mouth of Madness (1995),Horror|Thriller
353,354,8 Seconds (1994),Drama
354,355,Above the Rim (1994),Crime|Drama
355,356,Addams Family Values (1993),Children|Comedy|Fantasy
356,357,"Age of Innocence, The (1993)",Drama
357,358,Airheads (1994),Comedy
358,359,"Air Up There, The (1994)",Comedy
359,360,Another Stakeout (1993),Comedy|Thriller
360,361,Bad Girls (1994),Western
361,362,Barcelona (1994),Comedy|Romance
362,363,Being Human (1993),Drama
363,364,"Beverly Hillbillies, The (1993)",Comedy
364,365,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller
365,366,Black Beauty (1994),Adventure|Children|Drama
366,367,Blink (1994),Thriller
367,368,Blown Away (1994),Action|Thriller
368,369,Blue Chips (1994),Drama
369,370,Blue Sky (1994),Drama|Romance
370,371,Body Snatchers (1993),Horror|Sci-Fi|Thriller
371,372,Boxing Helena (1993),Drama|Mystery|Romance|Thriller
372,373,"Bronx Tale, A (1993)",Drama
373,374,Cabin Boy (1994),Comedy
374,375,Calendar Girl (1993),Comedy|Drama
375,376,Carlito's Way (1993),Crime|Drama
376,377,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western
377,378,Clean Slate (1994),Comedy
378,379,Cliffhanger (1993),Action|Adventure|Thriller
379,380,Coneheads (1993),Comedy|Sci-Fi
380,381,Color of Night (1994),Drama|Thriller
381,382,Cops and Robbersons (1994),Comedy
382,383,"Cowboy Way, The (1994)",Action|Comedy|Drama
383,384,Dave (1993),Comedy|Romance
384,385,Dazed and Confused (1993),Comedy
385,386,Demolition Man (1993),Action|Adventure|Sci-Fi
386,387,Even Cowgirls Get the Blues (1993),Comedy|Romance
387,388,Fatal Instinct (1993),Comedy
388,389,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance
389,390,Fearless (1993),Drama
390,391,Fear of a Black Hat (1994),Comedy
391,392,With Honors (1994),Comedy|Drama
392,393,Flesh and Bone (1993),Drama|Mystery|Romance
393,394,Widows' Peak (1994),Drama
394,395,For Love or Money (1993),Comedy|Romance
395,396,"Firm, The (1993)",Drama|Thriller
396,397,Free Willy (1993),Adventure|Children|Drama
397,398,Fresh (1994),Crime|Drama|Thriller
398,399,"Fugitive, The (1993)",Thriller
399,400,Geronimo: An American Legend (1993),Drama|Western
400,401,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller
401,402,Getting Even with Dad (1994),Comedy
402,403,Go Fish (1994),Drama|Romance
403,404,Hard Target (1993),Action|Adventure|Crime|Thriller
404,405,Hot Shots! Part Deux (1993),Action|Comedy|War
405,406,Live Nude Girls (1995),Comedy
406,407,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance
407,408,"House of the Spirits, The (1993)",Drama|Romance
408,409,House Party 3 (1994),Comedy
409,410,"Hudsucker Proxy, The (1994)",Comedy
410,411,I'll Do Anything (1994),Comedy|Drama
411,412,In the Army Now (1994),Comedy|War
412,413,In the Line of Fire (1993),Action|Thriller
413,414,In the Name of the Father (1993),Drama
414,415,"Inkwell, The (1994)",Comedy|Drama
415,416,What's Love Got to Do with It? (1993),Drama|Musical
416,417,Jimmy Hollywood (1994),Comedy|Crime|Drama
417,418,Judgment Night (1993),Action|Crime|Thriller
418,419,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller
419,420,Kalifornia (1993),Drama|Thriller
420,421,Killing Zoe (1994),Crime|Drama|Thriller
421,422,Lassie (1994),Adventure|Children
422,423,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy
423,424,Life with Mikey (1993),Comedy
424,425,Lightning Jack (1994),Comedy|Western
425,426,M. Butterfly (1993),Drama|Romance
426,427,Made in America (1993),Comedy
427,428,Malice (1993),Thriller
428,429,"Man Without a Face, The (1993)",Drama
429,430,Manhattan Murder Mystery (1993),Comedy|Mystery
430,431,Menace II Society (1993),Action|Crime|Drama
431,432,Executive Decision (1996),Action|Adventure|Thriller
432,433,In the Realm of the Senses (Ai no corrida) (1976),Drama
433,434,What Happened Was... (1994),Comedy|Drama|Romance|Thriller
434,435,Much Ado About Nothing (1993),Comedy|Romance
435,436,Mr. Wonderful (1993),Comedy|Romance
436,437,Mrs. Doubtfire (1993),Comedy|Drama
437,438,Naked (1993),Drama
438,439,"Next Karate Kid, The (1994)",Action|Children|Romance
439,440,No Escape (1994),Action|Drama|Sci-Fi
440,441,North (1994),Comedy
441,442,Orlando (1992),Drama|Fantasy|Romance
442,443,"Perfect World, A (1993)",Crime|Drama|Thriller
443,444,Philadelphia (1993),Drama
444,445,"Piano, The (1993)",Drama|Romance
445,446,Poetic Justice (1993),Drama
446,447,"Program, The (1993)",Action|Drama
447,448,"Puppet Masters, The (1994)",Horror|Sci-Fi
448,449,Radioland Murders (1994),Comedy|Mystery|Romance
449,450,"Ref, The (1994)",Comedy
450,451,"Remains of the Day, The (1993)",Drama|Romance
451,452,Renaissance Man (1994),Comedy|Drama
452,453,Rising Sun (1993),Action|Drama|Mystery
453,454,"Road to Wellville, The (1994)",Comedy
454,455,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller
455,456,Robin Hood: Men in Tights (1993),Comedy
456,457,Romeo Is Bleeding (1993),Crime|Thriller
457,458,Romper Stomper (1992),Action|Drama
458,459,Ruby in Paradise (1993),Drama
459,460,Rudy (1993),Drama
460,461,"Savage Nights (Nuits fauves, Les) (1992)",Drama
461,462,Schindler's List (1993),Drama|War
462,463,"Scout, The (1994)",Comedy|Drama
463,464,Searching for Bobby Fischer (1993),Drama
464,465,"Secret Garden, The (1993)",Children|Drama
465,466,Serial Mom (1994),Comedy|Crime|Horror
466,467,"Shadow, The (1994)",Action|Adventure|Fantasy|Mystery
467,468,Shadowlands (1993),Drama|Romance
468,469,Short Cuts (1993),Drama
469,470,"Simple Twist of Fate, A (1994)",Drama
470,471,Sirens (1994),Drama
471,472,Six Degrees of Separation (1993),Drama
472,473,Sleepless in Seattle (1993),Comedy|Drama|Romance
473,474,Sliver (1993),Thriller
474,475,Blade Runner (1982),Action|Sci-Fi|Thriller
475,476,Son in Law (1993),Comedy|Drama|Romance
476,477,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller
477,478,Striking Distance (1993),Action|Crime
478,479,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi
479,480,Surviving the Game (1994),Action|Adventure|Thriller
480,481,Terminal Velocity (1994),Action|Mystery|Thriller
481,482,Thirty-Two Short Films About Glenn Gould (1993),Drama|Musical
482,483,Threesome (1994),Comedy|Romance
483,484,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical
484,485,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance
485,486,Tombstone (1993),Action|Drama|Western
486,487,True Romance (1993),Crime|Thriller
487,488,"War Room, The (1993)",Documentary
488,489,"Pagemaster, The (1994)",Action|Adventure|Animation|Children|Fantasy
489,490,Welcome to the Dollhouse (1995),Comedy|Drama
490,491,Germinal (1993),Drama|Romance
491,492,Chasers (1994),Comedy
492,493,Kika (1993),Comedy|Drama
493,494,Bhaji on the Beach (1993),Comedy|Drama
494,495,Little Big League (1994),Comedy|Drama
495,496,"Ciao, Professore! (Io speriamo che me la cavo) (1992)",Drama
496,497,Spanking the Monkey (1994),Comedy|Drama
497,498,"Little Rascals, The (1994)",Children|Comedy
498,499,Andre (1994),Adventure|Children|Drama
499,500,"Escort, The (Scorta, La) (1993)",Crime|Thriller
500,501,Princess Caraboo (1994),Drama
501,502,"Celluloid Closet, The (1995)",Documentary
502,503,Dear Diary (Caro Diario) (1994),Comedy|Drama
503,504,"Brady Bunch Movie, The (1995)",Comedy
504,505,Home Alone (1990),Children|Comedy
505,506,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller
506,507,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical
507,508,Terminator 2: Judgment Day (1991),Action|Sci-Fi
508,509,Dances with Wolves (1990),Adventure|Drama|Western
509,510,Batman (1989),Action|Crime|Thriller
510,511,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
511,512,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical
512,513,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX
513,514,Pinocchio (1940),Animation|Children|Fantasy|Musical
514,515,Pretty Woman (1990),Comedy|Romance
515,516,"Wild Bunch, The (1969)",Adventure|Western
516,517,Love and a .45 (1994),Action|Comedy|Crime
517,518,"Great Day in Harlem, A (1994)",Documentary
518,519,One Fine Day (1996),Drama|Romance
519,520,Candyman: Farewell to the Flesh (1995),Fantasy|Horror
520,521,Fargo (1996),Comedy|Crime|Drama|Thriller
521,522,Homeward Bound II: Lost in San Francisco (1996),Adventure|Children
522,523,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi
523,524,Hellraiser: Bloodline (1996),Action|Horror|Sci-Fi
524,525,"Pallbearer, The (1996)",Comedy
525,526,Jane Eyre (1996),Drama|Romance
526,527,Bread and Chocolate (Pane e cioccolata) (1973),Comedy|Drama
